,name,normal_acc,normal_acc_attack,soup_acc,soup_acc_attack
223,NN_tune_trainable_dbca4_00391_391_seed=392_2022-09-01_06-51-07,0.564,0.0846,0.644,0.0861
224,NN_tune_trainable_dbca4_00832_832_seed=833_2022-10-13_11-06-21,0.567,0.0835,0.642,0.0844
225,NN_tune_trainable_dbca4_00338_338_seed=339_2022-08-31_00-02-59,0.561,0.0785,0.6389,0.0806
226,NN_tune_trainable_dbca4_00801_801_seed=802_2022-10-10_08-36-56,0.576,0.0889,0.644,0.089
227,NN_tune_trainable_dbca4_00637_637_seed=638_2022-09-24_05-15-00,0.564,0.0852,0.6414,0.0841
228,NN_tune_trainable_dbca4_00033_33_seed=34_2022-08-23_10-02-31,0.559,0.0849,0.6388,0.0863
229,NN_tune_trainable_dbca4_00778_778_seed=779_2022-10-08_01-22-02,0.566,0.0838,0.6427,0.0857
230,NN_tune_trainable_dbca4_00241_241_seed=242_2022-08-28_15-23-36,0.564,0.0892,0.6405,0.0921
231,NN_tune_trainable_dbca4_00447_447_seed=448_2022-09-05_02-19-51,0.562,0.0862,0.6445,0.0876
232,NN_tune_trainable_dbca4_00379_379_seed=380_2022-08-31_23-57-13,0.567,0.0817,0.6398,0.0834
233,NN_tune_trainable_dbca4_00695_695_seed=696_2022-09-29_17-27-51,0.568,0.0845,0.6383,0.087
234,NN_tune_trainable_dbca4_00098_98_seed=99_2022-08-25_01-56-42,0.571,0.0849,0.64,0.0842
235,NN_tune_trainable_dbca4_00119_119_seed=120_2022-08-25_15-04-49,0.552,0.0905,0.6477,0.0924
236,NN_tune_trainable_dbca4_00719_719_seed=720_2022-10-02_03-11-09,0.557,0.0841,0.6346,0.0861
237,NN_tune_trainable_dbca4_00130_130_seed=131_2022-08-25_21-18-56,0.559,0.0799,0.6393,0.0822
238,NN_tune_trainable_dbca4_00642_642_seed=643_2022-09-24_17-16-48,0.558,0.0955,0.6437,0.0969
239,NN_tune_trainable_dbca4_00977_977_seed=978_2022-10-27_15-54-59,0.572,0.0853,0.6397,0.0865
240,NN_tune_trainable_dbca4_00051_51_seed=52_2022-08-23_21-38-09,0.565,0.0836,0.64,0.085
241,NN_tune_trainable_dbca4_00446_446_seed=447_2022-09-04_23-54-47,0.552,0.0903,0.6428,0.0905
242,NN_tune_trainable_dbca4_00968_968_seed=969_2022-10-26_18-17-43,0.555,0.0918,0.6426,0.0925
243,NN_tune_trainable_dbca4_00113_113_seed=114_2022-08-25_11-21-31,0.569,0.0882,0.6452,0.0895
244,NN_tune_trainable_dbca4_00065_65_seed=66_2022-08-24_06-18-24,0.564,0.078,0.6427,0.0806
245,NN_tune_trainable_dbca4_00072_72_seed=73_2022-08-24_09-39-30,0.544,0.0924,0.6419,0.0953
246,NN_tune_trainable_dbca4_00653_653_seed=654_2022-09-25_12-30-08,0.573,0.0895,0.6421,0.0919
247,NN_tune_trainable_dbca4_00659_659_seed=660_2022-09-26_02-52-14,0.56,0.086,0.6386,0.0871
248,NN_tune_trainable_dbca4_00216_216_seed=217_2022-08-28_00-24-16,0.555,0.0881,0.641,0.0908
249,NN_tune_trainable_dbca4_00112_112_seed=113_2022-08-25_10-54-46,0.564,0.0848,0.641,0.0875
250,NN_tune_trainable_dbca4_00432_432_seed=433_2022-09-01_18-12-12,0.557,0.0876,0.6353,0.0893
251,NN_tune_trainable_dbca4_00896_896_seed=897_2022-10-19_13-04-17,0.564,0.0909,0.6393,0.0938
252,NN_tune_trainable_dbca4_00346_346_seed=347_2022-08-31_04-43-15,0.559,0.0893,0.6396,0.09
253,NN_tune_trainable_dbca4_00075_75_seed=76_2022-08-24_11-46-49,0.552,0.0926,0.6419,0.0966
254,NN_tune_trainable_dbca4_00614_614_seed=615_2022-09-21_21-48-00,0.561,0.0851,0.6421,0.0881
255,NN_tune_trainable_dbca4_00624_624_seed=625_2022-09-22_21-58-01,0.546,0.0847,0.645,0.0886
256,NN_tune_trainable_dbca4_00364_364_seed=365_2022-08-31_14-45-47,0.572,0.0917,0.6439,0.0927
257,NN_tune_trainable_dbca4_00419_419_seed=420_2022-09-01_18-12-11,0.568,0.0885,0.6403,0.0874
258,NN_tune_trainable_dbca4_00257_257_seed=258_2022-08-29_00-50-44,0.57,0.0935,0.6378,0.0943
259,NN_tune_trainable_dbca4_00964_964_seed=965_2022-10-26_08-40-28,0.557,0.0857,0.6384,0.0859
260,NN_tune_trainable_dbca4_00424_424_seed=425_2022-09-01_18-12-11,0.557,0.0874,0.6418,0.0861
261,NN_tune_trainable_dbca4_00228_228_seed=229_2022-08-28_07-50-18,0.567,0.0908,0.6423,0.09
