,name,normal_acc,normal_acc_attack,soup_acc,soup_acc_attack
824,NN_tune_trainable_0ecbc_00265_265_seed=266_2022-08-05_14-45-19,0.925,0.2651,0.9248,0.2633
825,NN_tune_trainable_0ecbc_00007_7_seed=8_2022-08-04_16-16-46,0.92,0.2693,0.921,0.271
826,NN_tune_trainable_0ecbc_00582_582_seed=583_2022-08-06_17-58-11,0.919,0.2666,0.9209,0.2701
827,NN_tune_trainable_0ecbc_00728_728_seed=729_2022-08-07_05-49-37,0.922,0.2494,0.9221,0.2494
828,NN_tune_trainable_0ecbc_00673_673_seed=674_2022-08-07_01-20-46,0.917,0.2412,0.9178,0.2424
829,NN_tune_trainable_0ecbc_00584_584_seed=585_2022-08-06_18-06-14,0.923,0.2678,0.9231,0.2686
830,NN_tune_trainable_0ecbc_00037_37_seed=38_2022-08-04_19-01-05,0.92,0.2588,0.9202,0.2634
831,NN_tune_trainable_0ecbc_00490_490_seed=491_2022-08-06_10-17-07,0.919,0.258,0.9195,0.2568
832,NN_tune_trainable_0ecbc_00223_223_seed=224_2022-08-05_10-56-39,0.921,0.2548,0.9213,0.2591
833,NN_tune_trainable_0ecbc_00084_84_seed=85_2022-08-04_23-01-27,0.918,0.2543,0.9194,0.254
834,NN_tune_trainable_0ecbc_00552_552_seed=553_2022-08-06_15-25-53,0.919,0.2823,0.9188,0.2838
835,NN_tune_trainable_0ecbc_00241_241_seed=242_2022-08-05_12-38-45,0.921,0.2627,0.9221,0.2631
836,NN_tune_trainable_0ecbc_00732_732_seed=733_2022-08-07_06-08-50,0.92,0.25,0.9201,0.2516
837,NN_tune_trainable_0ecbc_00330_330_seed=331_2022-08-05_20-38-34,0.922,0.2779,0.9232,0.2773
838,NN_tune_trainable_0ecbc_00390_390_seed=391_2022-08-06_01-56-59,0.92,0.2666,0.9185,0.2659
839,NN_tune_trainable_0ecbc_00897_897_seed=898_2022-08-07_19-22-08,0.92,0.2781,0.92,0.276
840,NN_tune_trainable_0ecbc_00002_2_seed=3_2022-08-04_15-55-25,0.919,0.2757,0.9194,0.2798
841,NN_tune_trainable_0ecbc_00206_206_seed=207_2022-08-05_09-31-05,0.921,0.2565,0.923,0.2574
842,NN_tune_trainable_0ecbc_00681_681_seed=682_2022-08-07_01-59-23,0.919,0.257,0.92,0.2546
843,NN_tune_trainable_0ecbc_00757_757_seed=758_2022-08-07_08-04-46,0.921,0.2679,0.9217,0.2686
844,NN_tune_trainable_0ecbc_00556_556_seed=557_2022-08-06_15-45-55,0.919,0.2654,0.9202,0.2651
845,NN_tune_trainable_0ecbc_00919_919_seed=920_2022-08-07_21-13-05,0.925,0.2496,0.9261,0.2471
846,NN_tune_trainable_0ecbc_00792_792_seed=793_2022-08-07_10-57-16,0.926,0.2485,0.9264,0.253
847,NN_tune_trainable_0ecbc_00525_525_seed=526_2022-08-06_13-06-50,0.922,0.2796,0.9214,0.2813
848,NN_tune_trainable_0ecbc_00004_4_seed=5_2022-08-04_16-15-21,0.921,0.2768,0.9214,0.2791
