,name,normal_acc,normal_acc_attack,soup_acc,soup_acc_attack
30,"NN_tune_trainable_143c9_00133_133_model::dropout=0.5,model::init_type=kaiming_uniform,model::nlin=tanh,optim::optimizer=adam,optim_2021-09-22_15-59-50",0.423,0.1473,0.4056,0.1473
31,"NN_tune_trainable_143c9_00507_507_model::dropout=0.5,model::init_type=normal,model::nlin=gelu,optim::optimizer=sgd,optim::wd=0.001_2021-09-23_10-58-00",0.1,0.1,0.1,0.1
32,"NN_tune_trainable_143c9_00036_36_model::dropout=0,model::init_type=kaiming_uniform,model::nlin=tanh,optim::optimizer=sgd,optim::wd_2021-09-22_11-36-01",0.607,0.259,0.6425,0.2836
33,"NN_tune_trainable_143c9_00791_791_model::dropout=0.5,model::init_type=kaiming_normal,model::nlin=sigmoid,optim::optimizer=adam,opt_2021-09-24_02-20-37",0.1,0.1,0.1,0.1
34,"NN_tune_trainable_143c9_01068_1068_model::dropout=0,model::init_type=kaiming_uniform,model::nlin=relu,optim::optimizer=sgd,optim::_2021-09-24_15-31-03",0.614,0.2875,0.6612,0.2855
35,"NN_tune_trainable_143c9_00491_491_model::dropout=0.5,model::init_type=normal,model::nlin=relu,optim::optimizer=sgd,optim::wd=0.001_2021-09-23_10-18-26",0.1,0.1,0.1,0.1
36,"NN_tune_trainable_143c9_01097_1097_model::dropout=0.5,model::init_type=uniform,model::nlin=relu,optim::optimizer=adam,optim::wd=0._2021-09-24_16-42-55",0.1,0.1,0.1,0.1
37,"NN_tune_trainable_143c9_00310_310_model::dropout=0,model::init_type=kaiming_normal,model::nlin=sigmoid,optim::optimizer=sgd,optim:_2021-09-23_00-56-52",0.1,0.1,0.1,0.1
38,"NN_tune_trainable_143c9_00591_591_model::dropout=0.5,model::init_type=kaiming_normal,model::nlin=relu,optim::optimizer=adam,optim:_2021-09-23_15-33-11",0.1,0.1,0.1,0.1
39,"NN_tune_trainable_143c9_00458_458_model::dropout=0,model::init_type=normal,model::nlin=relu,optim::optimizer=adam,optim::wd=0.001,_2021-09-23_08-34-47",0.669,0.2984,0.6887,0.2993
40,"NN_tune_trainable_143c9_01112_1112_model::dropout=0,model::init_type=uniform,model::nlin=gelu,optim::optimizer=adam,optim::wd=0.00_2021-09-24_17-31-29",0.608,0.2046,0.6228,0.2242
41,"NN_tune_trainable_143c9_00358_358_model::dropout=0,model::init_type=kaiming_normal,model::nlin=tanh,optim::optimizer=sgd,optim::wd_2021-09-23_03-30-28",0.66,0.2404,0.6805,0.2663
42,"NN_tune_trainable_143c9_00006_6_model::dropout=0,model::init_type=kaiming_normal,model::nlin=tanh,optim::optimizer=adam,optim::wd=_2021-09-22_09-40-12",0.596,0.2572,0.6227,0.2696
43,"NN_tune_trainable_143c9_00645_645_model::dropout=0.5,model::init_type=kaiming_uniform,model::nlin=tanh,optim::optimizer=adam,optim_2021-09-23_18-41-59",0.436,0.1571,0.4353,0.1546
44,"NN_tune_trainable_143c9_01166_1166_model::dropout=0,model::init_type=kaiming_normal,model::nlin=relu,optim::optimizer=adam,optim::_2021-09-24_19-41-29",0.594,0.2783,0.6373,0.2854
45,"NN_tune_trainable_143c9_00028_28_model::dropout=0,model::init_type=kaiming_uniform,model::nlin=gelu,optim::optimizer=adam,optim::w_2021-09-22_10-54-53",0.584,0.2595,0.6141,0.2633
46,"NN_tune_trainable_143c9_01172_1172_model::dropout=0,model::init_type=kaiming_uniform,model::nlin=sigmoid,optim::optimizer=adam,opt_2021-09-24_20-03-36",0.1,0.1,0.1,0.1
47,"NN_tune_trainable_143c9_00410_410_model::dropout=0,model::init_type=normal,model::nlin=gelu,optim::optimizer=adam,optim::wd=0.01,s_2021-09-23_06-01-38",0.551,0.2714,0.5824,0.2839
48,"NN_tune_trainable_143c9_01196_1196_model::dropout=0,model::init_type=kaiming_uniform,model::nlin=relu,optim::optimizer=sgd,optim::_2021-09-24_21-36-04",0.619,0.2781,0.6686,0.2886
