,epoch,kendalls_tau,p-value
0,epoch_10,0.8628571428571429,9.431134042625157e-19
1,epoch_20,0.8514285714285714,2.672491002135397e-18
2,epoch_30,0.7795918367346939,1.3665786971689698e-15
3,epoch_40,0.8351020408163266,1.1559219321738523e-17
4,epoch_50,0.8644897959183673,8.118237949408518e-19
