,epoch,kendalls_tau,p-value
0,epoch_10,0.836734693877551,9.996948018270933e-18
1,epoch_20,0.856326530612245,1.7130556915548472e-18
2,epoch_30,0.8155102040816327,6.461031427591824e-17
3,epoch_40,0.9787755102040817,1.1312851411773841e-23
4,epoch_50,0.9526530612244898,1.6423212707290892e-22
