,epoch,kendalls_tau,p-value
0,epoch_10,0.8008163265306122,2.2882133689180613e-16
1,epoch_20,0.36326530612244895,0.00019736801291036772
2,epoch_30,0.1820408163265306,0.062130500408403566
3,epoch_40,0.27346938775510204,0.0050751094168348335
4,epoch_50,0.35836734693877553,0.00024049719489553268
