,epoch,kendalls_tau,p-value
0,epoch_10,0.3061224489795918,0.0017078997733313754
1,epoch_20,0.1526530612244898,0.11776393930645379
2,epoch_30,-0.03346938775510204,0.7316291780432238
3,epoch_40,0.19346938775510203,0.04742651745649727
4,epoch_50,-0.05469387755102041,0.5751756239529826
