,epoch,kendalls_tau,p-value
0,epoch_10,0.8742857142857143,3.2834200262817805e-19
1,epoch_20,0.8873469387755102,9.669810738664147e-20
2,epoch_30,0.856326530612245,1.7130556915548472e-18
3,epoch_40,0.9102040816326531,1.0909861139224866e-20
4,epoch_50,0.8775510204081632,2.422815054682812e-19
