,epoch,kendalls_tau,p-value
0,epoch_10,0.676734693877551,4.077553136680169e-12
1,epoch_20,0.6277551020408163,1.2545957513022296e-10
2,epoch_30,0.015510204081632652,0.8737222142964769
3,epoch_40,-0.2816326530612245,0.0039032599612148656
4,epoch_50,-0.35183673469387755,0.00031184813352540144
