,test_acc_train,test_acc_test,test_acc_val,test_loss_train,test_loss_test,test_loss_val,attack_acc_train,attack_acc_test,attack_acc_val,attack_loss_train,attack_loss_test,attack_loss_val,ds,setup
0,0.300448608085751,0.1458637006402832,0.18681056363294468,0.31517033955689955,0.10795742621850801,0.1741385182102413,0.33468074379604107,0.060005461766492685,0.21633130220614183,0.28879326239302594,-0.008258291578938426,0.2085350680318352,MNIST,seed
1,,,,,,,,,,,,,MNIST,hyp-10-f
2,,,,,,,,,,,,,MNIST,hyp-10-r
3,0.0852654392685468,0.013857854250809654,0.01715993502922919,0.05006071218045649,0.017844857431726147,-0.0031000624906640795,0.1347258887342483,-0.012292007030775265,0.022113859756431875,0.10435725857399913,-0.0328483111094906,0.024415735929939064,CIFAR10,seed
4,,,,,,,,,,,,,CIFAR10,hyp-10-f
5,,,,,,,,,,,,,CIFAR10,hyp-10-r
6,0.9254242119608947,0.8232490044941301,0.6898964440515356,0.914349748866049,0.7955743888241665,0.6600313128817852,0.8112803131764422,0.6347246205891128,0.48535954635811096,0.0475113193557547,0.025775755445650583,0.010988037001141482,SVHN,seed
7,,,,,,,,,,,,,SVHN,hyp-10-f
8,,,,,,,,,,,,,SVHN,hyp-10-r
